scheme_code,scheme_name,fund_house,scheme_type,scheme_category,net_asset_value,date
117948,BNP PARIBAS CORPORATE BOND FUND QUARTERLY Income Distribution cum Capital Withdrawal OPTION,BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,10.2361,13-03-2022
117949,BNP PARIBAS CORPORATE BOND FUND ANNUAL Income Distribution cum Capital Withdrawal OPTION,BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,11.1082,13-03-2022
117950,BNP PARIBAS CORPORATE BOND FUND MONTHLY Income Distribution cum Capital Withdrawal OPTION,BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,10.102,13-03-2022
117951,BNP PARIBAS CORPORATE BOND FUND GROWTH OPTION,BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,22.2633,13-03-2022
117952,BNP PARIBAS SHORT TERM FUND QUARTERLY Income Distribution cum Capital Withdrawal OPTION,BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,10.474,13-03-2022
117953,BNP PARIBAS SHORT TERM FUND GROWTH OPTION,BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,25.4834,13-03-2022
117954,BNP PARIBAS SHORT TERM FUND WEEKLY Income Distribution cum Capital Withdrawal OPTION,BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,10.0454,13-03-2022
117955,BNP PARIBAS SHORT TERM FUND MONTHLY Income Distribution cum Capital Withdrawal OPTION,BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,10.1808,13-03-2022
117956,BNP PARIBAS SHORT TERM FUND DAILY Income Distribution cum Capital Withdrawal OPTION,BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,10.0285,13-03-2022
117957,BNP Paribas Flexi Debt Fund Growth Option,BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,36.8444,13-03-2022
117958,BNP Paribas Flexi Debt Fund Daily Income Distribution cum Capital Withdrawal Option,BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,10.0793,13-03-2022
117959,BNP Paribas Flexi Debt Fund Weekly Income Distribution cum Capital Withdrawal Option,BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,10.0495,13-03-2022
117960,BNP Paribas Flexi Debt Fund Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,10.0315,13-03-2022
117961,BNP Paribas Flexi Debt Fund Quarterly Income Distribution cum Capital Withdrawal Option,BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,10.0896,13-03-2022
117962,BNP Paribas Flexi Debt Fund Half Yearly Income Distribution cum Capital Withdrawal Option,BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,10.1569,13-03-2022
117964,Reliance Fixed Horizon Fund - XXII - Series 28 - Dividend Payout Option,Reliance Mutual Fund,Close Ended Schemes,Income,10,17-11-2014
117965,Reliance Fixed Horizon Fund - XXII - Series 28 - Growth Option,Reliance Mutual Fund,Close Ended Schemes,Income,11.7974,17-11-2014
117966,Reliance Fixed Horizon Fund - XXII - Series 29 - Growth Option,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,12.8506,10-11-2015
117967,Reliance Fixed Horizon Fund - XXII - Series 29 - Dividend Option,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,10,10-11-2015
117968,HDFC FMP 370D October 2012 (1)-Quarterly Dividend Option,HDFC Mutual Fund,Close Ended Schemes,Income,10,22-10-2013
117969,HDFC FMP 370D October 2012 (1)-Dividend Option,HDFC Mutual Fund,Close Ended Schemes,Income,10,22-10-2013
117970,HDFC FMP 370D October 2012 (1)-Growth Option,HDFC Mutual Fund,Close Ended Schemes,Income,10.8528,22-10-2013
117971,ICICI Prudential Fixed Maturity Plan-Series 65-3 Year Plan A Cumulative,ICICI Prudential Mutual Fund,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,1,12.7672,26-10-2015
117972,ICICI Prudential Fixed Maturity Plan-Series 65-3 Year Plan A Dividend,ICICI Prudential Mutual Fund,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,1,10.856,26-10-2015
117973,Invesco India Short Term Fund - Daily IDCW (Reinvestment),Invesco Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,1036.8661,27-10-2023
117974,NIPPON INDIA DYNAMIC BOND FUND - QUARTERLY IDCW Option,Nippon India Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,10.1075,27-10-2023
117975,Reliance Fixed Horizon Fund XXII - Series 30 - Growth Option,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,14.8033,09-11-2017
117976,Reliance Fixed Horizon Fund XXII - Sereis 30 - Dividend Payout Option,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,14.7933,09-11-2017
117977,Franklin India Fixed Tenure Fund - Series XVII - Growth,Franklin Templeton Mutual Fund,112659;INF090I01403;-;Franklin India Fixed Tenure Fund - Series XII - Plan C,5 Year Plan,0,05-11-2015
117978,Franklin India Fixed Tenure Fund - Series XVII - Dividend,Franklin Templeton Mutual Fund,112659;INF090I01403;-;Franklin India Fixed Tenure Fund - Series XII - Plan C,5 Year Plan,0,05-11-2015
117979,Axis Capital Protection Oriented Fund - Series 5 - Growth Option,Axis Mutual Fund,Close Ended Schemes,Income,16.9989,04-11-2019
117980,Axis Capital Protection Oriented Fund - Series 5 - Dividend option,Axis Mutual Fund,Close Ended Schemes,Income,16.9989,04-11-2019
117981,UTI Credit Risk Fund  - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,14.9998,27-10-2023
117982,UTI Credit Risk Fund - Regular Plan - Quarterly IDCW,UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,10.6546,27-10-2023
117983,SBI DEBT FUND SERIES - 18 MONTHS - 11 - DIVIDEND,SBI Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,11.2613,21-04-2014
117984,SBI DEBT FUND SERIES - 18 MONTHS - 11 - GROWTH,SBI Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,11.2613,21-04-2014
117985,Aditya Birla Sun Life Capital Protection Oriented Fund - Series 13 - Growth,Aditya Birla Sun Life Mutual Fund,Close Ended Schemes,Income,14.265,16-11-2015
117986,SBI DEBT FUND SERIES - 366 DAYS - 16 - GROWTH,SBI Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,10.8293,29-10-2013
117987,SBI DEBT FUND SERIES - 366 DAYS - 16 - DIVIDEND,SBI Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,10.8293,29-10-2013
117988,HDFC FMP 371D October 2012 (1)-Dividend Option,HDFC Mutual Fund,Close Ended Schemes,Income,10,05-11-2013
117989,HDFC FMP 371D October 2012 (1)-Growth Option,HDFC Mutual Fund,Close Ended Schemes,Income,10.858,05-11-2013
117990,HDFC FMP 371D October 2012 (1)-Quarterly Dividend Option,HDFC Mutual Fund,Close Ended Schemes,Income,10,05-11-2013
117991,HDFC FMP 371D October 2012 (1)-Flexi Option,HDFC Mutual Fund,Close Ended Schemes,Income,10.858,05-11-2013
117992,Goldman Sachs India Equity Fund - Dividend Plan,Goldman Sachs Mutual Fund,Open Ended Schemes,Income,20.51,03-11-2016
117993,Goldman Sachs India Equity Fund - Growth Plan,Goldman Sachs Mutual Fund,Open Ended Schemes,Income,20.51,03-11-2016
117995,DSP Ultra Short Fund - Regular Plan - IDCW - Payout,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,1107.114,27-10-2023
117996,SBI DEBT FUND SERIES - 366 DAYS - 17 - GROWTH,SBI Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,10.8376,08-11-2013
117997,SBI DEBT FUND SERIES - 366 DAYS - 17 - DIVIDEND,SBI Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,10.8376,08-11-2013
117998,Kotak Dynamic Bond Fund Regular Plan - Standard Income Distribution cum capital withdrawal option,Kotak Mahindra Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,12.1563,27-10-2023
117999,HDFC FMP 371D November 2012 (1)-Growth Option,HDFC Mutual Fund,Close Ended Schemes,Income,10.8629,26-11-2013
118000,HDFC FMP 371D November 2012 (1)-Dividend Option,HDFC Mutual Fund,Close Ended Schemes,Income,10,26-11-2013
118001,HDFC FMP 371D November 2012 (1)-Quarterly Dividend Option,HDFC Mutual Fund,Close Ended Schemes,Income,10,26-11-2013
118002,HDFC FMP 371D November 2012 (1)-Flexi Option,HDFC Mutual Fund,Close Ended Schemes,Income,10.8629,26-11-2013
118003,ICICI Prudential Capital Protection Oriented Fund III - PLAN A - 36 Months - Cumulative,ICICI Prudential Mutual Fund,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,1,13.279,11-12-2015
118004,ICICI Prudential Capital Protection Oriented Fund III - PLAN A - 36 Months - Dividend,ICICI Prudential Mutual Fund,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,1,13.279,11-12-2015
118005,Birla Sun Life Fixed Term Plan - Series GA (518 days) - Dividend,Aditya Birla Sun Life Mutual Fund,Close Ended Schemes,Income,10,28-04-2014
118006,Birla Sun Life Fixed Term Plan - Series GA (518 days) - Growth,Aditya Birla Sun Life Mutual Fund,Close Ended Schemes,Income,11.2659,28-04-2014
118007,ICICI Prudential Capital Protection Oriented Fund III - PLAN B - 60 Months - Cumulative,ICICI Prudential Mutual Fund,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,1,16.568,11-12-2017
118008,ICICI Prudential Capital Protection Oriented Fund III - PLAN B - 60 Months - Dividend,ICICI Prudential Mutual Fund,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,1,16.568,11-12-2017
118011,SBI DEBT FUND SERIES - 366 DAYS - 18 - DIVIDEND,SBI Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,10.8523,26-11-2013
118012,SBI DEBT FUND SERIES - 366 DAYS - 18 - GROWTH,SBI Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,10.8523,26-11-2013
118013,Reliance Fixed Horizon Fund - XXII - Series 31 - Dividend Payout Option,Reliance Mutual Fund,Close Ended Schemes,Income,10,02-12-2013
118014,Reliance Fixed Horizon Fund - XXII - Series 31 - Growth Option,Reliance Mutual Fund,Close Ended Schemes,Income,10.8627,02-12-2013
118015,HDFC FMP 371D November 2012 (2)-Growth Option,HDFC Mutual Fund,Close Ended Schemes,Income,10.875,10-12-2013
118016,HDFC FMP 371D November 2012 (2)-Dividend Option,HDFC Mutual Fund,Close Ended Schemes,Income,10,10-12-2013
118017,HDFC FMP 371D November 2012 (2)-Quarterly Dividend Option,HDFC Mutual Fund,Close Ended Schemes,Income,10,10-12-2013
118018,HDFC FMP 371D November 2012 (2)-Flexi Option,HDFC Mutual Fund,Close Ended Schemes,Income,10.875,10-12-2013
118019,ICICI Prudential Gilt Fund Investment Plan PF Option - Half Yearly Dividend,ICICI Prudential Mutual Fund,Open Ended Schemes,Gilt,11.2587,25-05-2018
118020,Sundaram Capital Protection Oriented Fund 3 Years (Series 9) - Dividend Payout Option,Sundaram Mutual Fund,Close Ended Schemes,Income,12.3899,07-12-2015
118021,Sundaram Capital Protection Oriented Fund 3 Years (Series 9) - Growth Option,Sundaram Mutual Fund,Close Ended Schemes,Income,12.3903,07-12-2015
118022,ICICI Prudential Gilt Fund Treasury Plan PF Option - Quarterly Dividend,ICICI Prudential Mutual Fund,Open Ended Schemes,Gilt,13.1407,25-05-2018
118023,ICICI Prudential Gilt Fund Treasury Plan PF Option - Half Yearly Dividend,ICICI Prudential Mutual Fund,Open Ended Schemes,Gilt,11.07,25-05-2018
118024,Reliance Fixed Horizon Fund XXII - Series 32 - Growth Option,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,14.7569,15-12-2017
118025,Reliance Fixed Horizon Fund XXII - Series 32 - Dividend Payout Option,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,12.7755,15-12-2017
118027,Aditya Birla Sun Life Capital Protection Oriented Fund - Series 14 - Growth,Aditya Birla Sun Life Mutual Fund,Close Ended Schemes,Income,13.5136,17-12-2015
118028,Union KBC Asset Allocation Fund - Conservative Plan - Dividend Option,Union Mutual Fund,Open Ended Schemes,Balanced,10.8311,01-10-2014
118029,Union KBC Asset Allocation Fund - Conservative Plan - Growth Option,Union Mutual Fund,Open Ended Schemes,Balanced,10.8311,01-10-2014
118030,IDBI Gilt Fund Growth,IDBI Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,17.93,07-12-2022
118031,IDBI Gilt Fund Quarterly IDCW,IDBI Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,12.4104,07-12-2022
118032,Religare Invesco Fixed Maturity Plan - Series XVI - Plan C (367 days) - Dividend Payout Option,Invesco Mutual Fund,Close Ended Schemes,Income,10.8592,05-12-2013
118033,Religare Invesco Fixed Maturity Plan - Series XVI - Plan C (367 days) - Growth Option,Invesco Mutual Fund,Close Ended Schemes,Income,10.8592,05-12-2013
118034,IDBI Gilt Fund Annual IDCW,IDBI Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,13.2762,07-12-2022
118035,Reliance Fixed Horizon Fund - XXII - Series 33- Grwoth Option,Reliance Mutual Fund,Close Ended Schemes,Income,11.3506,16-06-2014
118036,Reliance Fixed Horizon Fund - XXII - Series 33 - Dividend Payout Option,Reliance Mutual Fund,Close Ended Schemes,Income,10,16-06-2014
118037,ICICI Prudential Interval Fund II Quarterly Interval Plan B - Quarterly Dividend Payout,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,10.0016,14-09-2017
118038,IDFC FMP 366 DS 82 - Dividend,IDFC Mutual Fund,Close Ended Schemes,Income,10.4929,12-12-2013
118039,IDFC FMP 366 DS 82 - Quarterly Dividend,IDFC Mutual Fund,Close Ended Schemes,Income,10.2621,12-12-2013
118040,IDFC FMP 366 DS 82 - Monthly Dividend,IDFC Mutual Fund,Close Ended Schemes,Income,10.2622,12-12-2013
118041,IDFC FMP 366 DS 82 - Half Yearly Dividend,IDFC Mutual Fund,Close Ended Schemes,Income,10.2633,12-12-2013
118042,IDFC FMP 366 DS 82 - Growth,IDFC Mutual Fund,Close Ended Schemes,Income,10.8717,12-12-2013
118043,L&T Flexicap Fund-Regular Plan-Growth,L&T Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,124.5387,24-11-2022
118044,L&T Flexicap Fund-Regular Plan-IDCW,L&T Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,36.2703,24-11-2022
118047,L&T  Tax Advantage Fund-Regular Plan-Growth,L&T Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,80.8086,24-11-2022
118048,L&T Tax Advantage Fund-Regular Plan-IDCW,L&T Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,24.305,24-11-2022
118049,L&T Large and Midcap Fund-Regular Plan-Growth,L&T Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,72.7216,24-11-2022
118050,L&T Large and Midcap Fund-Regular Plan-IDCW,L&T Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,30.0609,24-11-2022
118051,L&T Flexi Bond Fund - Retail Plan Growth Option,L&T Mutual Fund,Open Ended Schemes,Income,21.7103,11-11-2016
118052,L&T Flexi Bond Fund - Retail Plan Dividend Option,L&T Mutual Fund,Open Ended Schemes,Income,11.5082,11-11-2016
118053,L&T Flexi Bond Fund - Regular Plan - Growth,L&T Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,24.445,24-11-2022
118054,L&T Flexi Bond Fund - Regular Plan - IDCW,L&T Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,10.6957,24-11-2022
118055,L&T Cash Fund - Retail Plan - Growth option,L&T Mutual Fund,Open Ended Schemes,Income,2006.7156,14-11-2016
118056,L&T Overnight Fund - Regular Plan - Daily IDCW,L&T Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,1023.3,24-11-2022
118057,L&T Cash Fund - Retail Plan - Daily Dividend option,L&T Mutual Fund,Open Ended Schemes,Income,10.0025,04-02-2013
118058,L&T Overnight Fund - Regular Plan - Growth,L&T Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,1627.204,24-11-2022
118059,L&T Cash Fund - Institutional Plan - Growth Option,L&T Mutual Fund,101997;-;-;HDFC Overnight Fund - Dividend option,Daily,1927.0967,04-10-2015
118060,L&T Cash Fund - Institutional Plan - Daily Dividend Option,L&T Mutual Fund,Open Ended Schemes,Income,10.0025,04-02-2013
118061,L&T Cash Fund - Institutional Plan - Weekly Dividend Option,L&T Mutual Fund,Open Ended Schemes,Income,10.3746,04-02-2013
118062,L&T Cash Fund - Retail Plan - Monthly Dividend Option,L&T Mutual Fund,Open Ended Schemes,Income,1030.2708,14-11-2016
118064,L&T Cash Fund - Retail Plan - Weekly Dividend Option,L&T Mutual Fund,Open Ended Schemes,Income,10.0013,04-02-2013
118065,L&T Overnight Fund - Regular Plan - Weekly IDCW,L&T Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,1000.5187,24-11-2022
118066,L&T Overnight Fund  - Regular Plan - Monthly IDCW,L&T Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,1015.3018,24-11-2022
118067,L&T Indo Asia Fund - Regular Plan - Growth Option,L&T Mutual Fund,Open Ended Schemes,Income,22.163,06-10-2015
118068,L&T Indo Asia Fund - Regular Plan - Dividend Option,L&T Mutual Fund,Open Ended Schemes,Income,20.504,06-10-2015
118069,L&T India Large Cap Fund - Regular Plan - Growth,L&T Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,42.2231,24-11-2022
118070,L&T India Large Cap Fund - Regular Plan - IDCW,L&T Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,21.3912,24-11-2022
118071,L&T Banking and PSU Debt Fund - Institutional Plan - Growth Option,L&T Mutual Fund,Open Ended Schemes,Income,19.5477,03-10-2016
118073,L&T Banking and PSU Debt Fund - Institutional Plan - Weekly Dividend Option,L&T Mutual Fund,Open Ended Schemes,Income,10.039,05-02-2013
118074,L&T Banking and PSU Debt Fund - Retail Plan - Growth Option,L&T Mutual Fund,Open Ended Schemes,Income,19.8085,11-11-2016
118075,L&T Banking and PSU Debt Fund - Retail Plan - Monthly Dividend Option,L&T Mutual Fund,Open Ended Schemes,Income,10.5845,11-11-2016
118076,L&T Banking and PSU Debt Fund - Regular Plan - Daily IDCW,L&T Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,11.116,24-11-2022
118077,L&T Banking and PSU Debt Fund - Regular Plan - Weekly IDCW,L&T Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,10.3395,24-11-2022
118078,L&T Banking and PSU Debt Fund - Regular Plan - Growth,L&T Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,20.2239,24-11-2022
118080,L&T Banking and PSU Debt Fund -  Regular Plan - Monthly IDCW,L&T Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,10.7889,24-11-2022
118081,L&T Banking and PSU Debt Fund - Retail Plan - Weekly Dividend Option,L&T Mutual Fund,Open Ended Schemes,Income,10.0212,05-02-2013
118102,L&T India Value Fund-Regular Plan-Growth,L&T Mutual Fund,Open Ended Schemes,Equity Scheme - Value Fund,60.8858,24-11-2022
118103,L&T India Value Fund-Regular Plan-IDCW,L&T Mutual Fund,Open Ended Schemes,Equity Scheme - Value Fund,38.5476,24-11-2022
118104,L&T Global Real Assets Fund-Regular Plan-Growth Option,L&T Mutual Fund,Open Ended Schemes,Income,18.101,10-05-2016
118106,L&T Global Real Assets Fund-Regular Plan - Dividend Option,L&T Mutual Fund,Open Ended Schemes,Income,18.101,10-05-2016
118133,L&T Low Duration Fund-Regular Plan - Growth,L&T Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,23.5197,24-11-2022
118134,L&T Low Duration Fund-Regular Plan - IDCW,L&T Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,10.3504,24-11-2022
118163,L&T Fixed Maturity Plan Series VI- Plan A - Dividend Option,L&T Mutual Fund,Close Ended Schemes,Income,10.1977,03-12-2012
118164,L&T Fixed Maturity Plan Series VI- Plan A - Growth Option,L&T Mutual Fund,Close Ended Schemes,Income,10.9727,03-12-2012
118165,L&T Fixed Maturity Plan Series VI - Plan B - Dividend Option,L&T Mutual Fund,Close Ended Schemes,Income,10,19-12-2013
118166,L&T Fixed Maturity Plan Series VI - Plan B - Growth Option,L&T Mutual Fund,Close Ended Schemes,Income,12.0303,19-12-2013
118167,L&T Fixed Maturity Plan Series VI- Plan C - Growth Option,L&T Mutual Fund,Close Ended Schemes,Income,10,26-12-2012
118168,L&T Fixed Maturity Plan Series VI- Plan C - Dividend Option,L&T Mutual Fund,Close Ended Schemes,Income,10.9882,26-12-2012
118169,L&T Fixed Maturity Plan Series VI-Plan D-Dividend Option,L&T Mutual Fund,Close Ended Schemes,Income,10,27-01-2015
118170,L&T Fixed Maturity Plan Series VI-Plan D-Growth Option,L&T Mutual Fund,Close Ended Schemes,Income,13.1327,27-01-2015
118171,L&T Fixed Maturity Plan Series VI-Plan E-Dividend Option,L&T Mutual Fund,Close Ended Schemes,Income,10,16-01-2013
118172,L&T Fixed Maturity Plan Series VI-Plan E-Growth Option,L&T Mutual Fund,Close Ended Schemes,Income,10.9785,16-01-2013
118173,L&T Fixed Maturity Plan Series VI - Plan F - Growth Option,L&T Mutual Fund,Close Ended Schemes,Income,10.9925,21-01-2013
118174,L&T Fixed Maturity Plan Series VI - Plan F - Dividend Option,L&T Mutual Fund,Close Ended Schemes,Income,10,21-01-2013
